"TITLE","ARTICLE LINK","PUBLISHED DATE (UTC)","AUTHOR","PUBLISHER","COUNTRY","CATEGORY","LANGUAGE","DESCRIPTION","IMAGE URL","VIDEO URL"
"""Pokemon Go players call for long-awaited cosmetic feature""","https://www.dexerto.com/pokemon/pokemon-go-players-call-for-long-awaited-cosmetic-feature-2348388/","2023-10-23 14:07:19","Jessica Filby","Dexerto","United Kingdom","Top","English","Pokemon Go players are calling for the ability to change their avatars hairstyle, after seven years of being stuck with the same design.","",""
"""‘Pawn Stars Do America’: Rick Harrison on His Weirdest Purchases & Hitting the Road For Season 2""","https://www.postguam.com/lifestyles/entertainment/pawn-stars-do-america-rick-harrison-on-his-weirdest-purchases-hitting-the-road-for-season/article_ae8c90fd-f9fa-5352-b05d-5b2c01010b4e.html","2023-10-23 13:23:39","Scott Fishman, TV Insider","Postguam","United States Of America","Entertainment","English","Plus, hitting the road for Season 2.","",""
"""Mejores amigos en Pokémon Go: cómo subir el nivel de compañero más rápido""","https://www.dexerto.es/pokemon/mejores-amigos-en-pokemon-go-como-subir-el-nivel-de-companero-mas-rapido-1436252/","2023-10-23 12:14:51","María Pastoriza","Dexerto.es","Spain","Top","Spanish","El sistema compañero en Pokémon Go te permite sacar a tu Pokémon favorito, jugar y ganar bonus. ¿Cómo mejorar el nivel a mejores amigos?","",""
"""Pokemon Go 3km Buddy list: Which Pokemon find Candy fast?""","https://www.dexerto.com/pokemon/pokemon-go-3km-buddy-candy-list-2348045/","2023-10-23 12:08:12","Kurt Perry","Dexerto","United Kingdom","Top","English","This is our Pokemon Go 3km Buddy list featuring every Pokemon that gain Candy every few kilometers so you can plan out your grind better.","",""
"""Pokémon recreates Patrick Bateman American Psycho scene in official TikTok video""","https://metro.co.uk/2023/10/23/pokemon-recreates-american-psycho-scene-in-official-tiktok-video-19706721/","2023-10-23 12:02:40","Michael Beckwith","Metro","United Kingdom","Entertainment","English","The most bizarre Pokémon ad ever made is a one-to-one recreation of a famous scene from a 20+ year old horror movie.","",""
"""Pokémon Escarlata y Púrpura habría perdido uno de sus Pokémon más poderosos por un error""","https://www.mundodeportivo.com/alfabeta/pokemon/pokemon-escarlata-y-purpura-habria-perdido-uno-de-sus-pokemon-mas-poderosos-por-un-error","2023-10-23 10:15:20","Juan Montes","Mundo Deportivo","Spain","Top","Spanish","En algún momento aún por determinar del próximo invierno tocará echar el cierre a la novena generación de la franquicia de Game Freak con Pokémon Escarlata y Púrpura, ya que será el momento en el que se estrene El Disco Índigo, el segundo de los DLCs de la propuesta. Todo ello mientras muchas miradas ya se dirigen hacia el proyecto de 2024 que apunta a estrenarse en Nintendo Switch 2, aunque aún falta para conocer los primeros detalles de esta nueva dimensión en la saga. Por el momento, Game Freak se centra en el citado DLC, que habría perdido uno de sus Pokémon más poderosos por un error técnico.Así lo ha revelado el filtrador por excelencia en todo lo relativo a Pokémon, que no es otro que Riddler Khu, quien lleva ya algunos años ofreciendo información fidedigna sobre diferentes títulos de la franquicia. Tal y como revela, uno de los Pokémon más poderosos que se estaban preparando para su aterrizada en Pokémon Escarlata y Púrpura mediante El Disco Índigo se ha perdido por completo debido a un error, por lo que nunca llegaremos a verlo en el resultado final de este contenido. Se desconoce a qué criatura hace referencia, pero sí apunta a que iba a tener un estado teracristalizado, una de las grandes novedades de este segundo DLC.Did you know? One of the former mightiest pokemon is supposed to be terastallized state, but failed to debut beacuse of some technical problems.— Khu Beating Around The Bush (@Riddler_Khu) October 18, 2023Habrá que permanecer muy atentos a futuras novedades acerca de El Disco Índigo, ya que por el momento no se conocen muchos detalles de este estado teracristalizado que apunta a cambiar para siempre la forma de jugar a Pokémon.El segundo DLC de Pokémon Escarlata y Púrpura podría introducir una combinación de tipos inéditaParece que se avecinan muchos cambios a Pokémon Escarlata y Púrpura con la introducción de El Disco Índigo, el segundo de los DLCs de la novena generación. En este sentido, se comenta que la presunta evolución de Dipplin que se introduciría este contenido podría ser de tipo dragón/bicho, una combinación que no se ha introducido hasta ahora en la saga. Por el momento, obviamente, es solo un rumor, pero podría ser una adición muy interesante para el futuro de la franquicia.Habrá que ver cuál es el siguiente movimiento por parte de Game Freak para promocionar lo que está por venir a la novena generación de la saga, ya que La Máscara Turquesa ha contado con una muy buena recepción por parte del público.El artículo Pokémon Escarlata y Púrpura habría perdido uno de sus Pokémon más poderosos por un error fue publicado originalmente en Alfa Beta Juega.","https://cdn.alfabetajuega.com/alfabetajuega/2023/10/nemona-sad.1698054918.9497.jpg?width=1200%26aspect_ratio=1200%3A631",""
"""Werden die neuen P2E-Tokens die nächste Hausse einläuten, während Axie Infinity verblasst?""","https://invezz.com/de/news/2023/10/23/werden-neuen-p2e-tokens-nachste-hausse-einlauten-axie-infinity-verblasst/","2023-10-23 10:01:09","Benson Toti","Invezz","United Kingdom","Top","German","GameFi, die Schnittstelle zwischen Gaming und dezentraler Finanzierung, ist zusammen mit Play-to-Earn (P2E) zu einem integralen Bestandteil des Blockchain-Bereichs geworden. In ähnlicher Weise haben sich P2E-Token bei vielen zu einem Favoriten entwickelt und sind sowohl für Investoren als auch für Enthusiasten attraktiv. Während die Aufregung um Axie Infinity (AXS) nachlässt, gehen Experten davon aus, dass […] The post Werden die neuen P2E-Tokens die nächste Hausse einläuten, während Axie Infinity verblasst? appeared first on Invezz.","",""
"""[VIDEO] Kylian Mbappe's first goal in five PSG games""","https://koreajoongangdaily.joins.com/news/2023-10-24/sports/football/VIDEO-Kylian-Mbappes-first-goal-in-five-PSG-games/1897065","2023-10-24 00:11:24","백지환","Koreajoongangdaily Joins News","South Korea","Top","English","To view video content, visit the Korea JoongAng Daily website or click ""기사 원문""   Check out Kylian Mbappe’s first goal after five PSG games in the 3-0 win over Strasbourg in Ligue 1.    Paris Saint-Germain's Kylian Mbappe celebrates scoring his team's first goal during a Ligue 1 match agaist Strasbourg at the Parc des Princes stadium in Paris on Saturday. [AFP/YONHAP] BY PAIK JI-HWAN [paik.jihwan@joongang.co.kr]","https://koreajoongangdaily.joins.com/data/photo/2023/10/24/ce98c0c3-463f-4e8c-90b7-9ebef6f7025b.jpg",""
"""Metal Gear Solid: Master Collection Vol. 1 review – the ultimate sneaking mission""","https://metro.co.uk/2023/10/24/metal-gear-solid-master-collection-vol-1-review-sneaking-archive-19709469/","2023-10-24 00:05:00","GameCentral","Metro","United Kingdom","Entertainment","English","Konami re-releases almost every Metal Gear game from the first 17 years of the franchise, but they've left out one very important thing...","",""
"""Games Inbox: Spider-Man 2 best video game opening ever, Switch 2 Donkey Kong, and Spider-Man 3 ideas""","https://metro.co.uk/2023/10/24/games-inbox-does-spider-man-2-have-the-best-opening-to-a-video-game-19709876/","2023-10-24 00:00:00","GameCentral","Metro","United Kingdom","Entertainment","English","The Tuesday letters page wishes there was a new Batman game to rival Spider-Man 2, as one reader extols the virtues of Sea Of Stars.","",""
"""Son Heung-min leads Tottenham back to top of table with 2-0 win over Fulham""","https://koreajoongangdaily.joins.com/news/2023-10-24/sports/football/Son-Heungmin-leads-Tottenham-back-to-top-of-table-with-20-win-over-Fulham/1897024","2023-10-23 23:46:31","Jim Bulley","Koreajoongangdaily Joins News","South Korea","Top","English","Tottenham's Son Heung-min celebrates after scoring the opening goal during a Premier League match against Fulham at Tottenham Hotspur Stadium in London on Monday. [EPA/YONHAP]   Tottenham Hotspur climbed straight back to the top of the Premier League table on Monday, beating Fulham 2-0 to remain undefeated nine games into the 2023-24 season.   The win was par the course for Ange Postecoglou’s transformed Tottenham squad, overwhelming Fulham not with dramatically more possession or power but with a creativity and energy that has proven unstoppable so far this campaign.   Related ArticleSon Heung-min named September Player of the Month[VIDEO] James Maddison on his double-assist and the connection with Son Heung-minSon Heung-min brace saves Spurs in fiery North London Derby draw   Captain Son Heung-min was again at the center of the action, scoring the opener in the 36th minute and then assisting James Maddison for goal No. 2 in the 54th.   Both goals came from Fulham giving away the ball in a bad spot — Richarlison picked up the loose ball for the first goal, picking out Son who volleyed it into the top corner, with Son then doing almost the exact same thing for Maddison in the second half.   Tottenham's Son Heung-min, right, scores his side's opening goal during a Premier League match against Fulham at Tottenham Hotspur Stadium in London on Monday. [AP/YONHAP]   Spurs had plenty of other opportunities — if there’s anything to complain about, it’s that the score was not higher — but were unable to convert. Fulham also created some chances, but Spurs stuck with the plan and shut down anything before it became too threatening.   It wasn’t all perfect. While Maddison and Son were calm and collected and even Richarlison seemed more comfortable with his role in the squad than he has for months, Dejan Kulusevski looked a little timid and Pierre Hojbjerg’s timing was off, resulting in an early yellow card.   Postecoglou was characteristically blunt about how he thought the team performed, criticizing the second half in his post-match interview.   “I thought we were really wasteful with the ball in the second half,” he said. “We took some liberties with taking extra touches. I’ve been around long enough to know if you try to take liberties, you’ll get dragged down pretty quickly.   “I’m not going to let the fact that we’ve won the game disguise the opportunity there for us to improve.”   Despite the team’s success this season — Arsenal are the only other undefeated team and they have one less win than Spurs — Postecoglou reiterated that he still thinks there is a long way to go.   “What I’m saying is that we have to improve,” he said. “That responsibility is on me to make sure we do. We can be better, absolutely we can. Within that context, without the ball I thought we were brilliant tonight. We were outstanding. Let’s not discount it.   “It takes a hell of a lot of effort and commitment from the boys to that side of the game. That was there the whole time. That side of the game got us the victory tonight. But we need to be better when we have the ball as well.”   Monday’s goal was Son’s 50th at Tottenham Hotspur Stadium — where he was also the first player ever to score on the ground’s opening day back on April 3, 2019 — a milestone only beaten by former Spurs star Harry Kane. Among current Premier League players, only Mohammad Salah of Liverpool has scored more goals on a single pitch, with 65 at Anfield.   Son now has seven goals and one assist this season, tying with Salah for second in the Premier League goal standings behind Erling Haaland of Manchester City with nine. This isn’t the first time Son and Salah have tied on goals — the pair split the 2021-22 Golden Boot.   Son isn’t the only Korean footballer near the top of the table. Wolverhampton Wanderers’ Hwang Hee-chan is currently tied for sixth with five goals to his name.   Spurs have little time to rest this as they’ll be back in action in the Premier League on Friday as they take on Crystal Palace on the road in south London. That game will be followed by a match against Chelsea on Nov. 6 before the highly-anticipated Korean derby against Wolves on Nov. 11. BY JIM BULLEY [jim.bulley@joongang.co.kr]","https://koreajoongangdaily.joins.com/data/photo/2023/10/24/bdf77a49-b855-47f3-9877-e4ef8bf16b42.jpg",""
"""Everything leaving Max (formerly HBO Max) in November 2023""","https://www.digitaltrends.com/movies/everything-leaving-max-in-november-2023/","2023-10-23 23:09:18","Jason Struss","Digitaltrends","United States Of America","Technology","English","From Gangs of London to Fear the Walking Dead to a lot of Freddy Kruger movies, here are all the films and TV shows leaving Max in November 2023.","https://www.digitaltrends.com/wp-content/uploads/2018/12/best-hulu-shows-killing-eve.jpg?resize=440%2C292&p=1",""
"""Big Brother fans fume over Paul’s baffling rant labelled example of ‘toxic masculinity’""","https://metro.co.uk/2023/10/23/big-brother-2023-paul-blackburn-rant-fans-fume-itv2-19709899/","2023-10-23 22:18:20","Sabrina Barr","Metro","United Kingdom","Entertainment","English","‘Paul is the epitome of fragile masculinity,' one viewer wrote.","",""
"""Manchester United confident rival Man City fans will respect minute's applause held for Sir Bobby Charlton ahead of Sunday's derby clash""","https://www.dailymail.co.uk/sport/football/article-12663715/Manchester-United-confident-rival-Manchester-City-fans-respect-minutes-applause-held-Sir-Bobby-Charlton-ahead-Manchester-derby.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","2023-10-23 22:10:40","","Mail Online","United Kingdom","Sports","English","Manchester United are confident that tributes to Sir Bobby Charlton at the Manchester derby will not be marred by rivalry between the two sets of fans.","https://i.dailymail.co.uk/1s/2023/10/23/22/76906985-0-image-a-6_1698096113182.jpg",""
"""‘Just missing the gaming controller’: Halloween decoration shows ocean monster crushing OceanGate submersible""","https://www.dailydot.com/irl/halloween-decoration-oceangate-submersible/","2023-10-23 22:02:50","Sarah Kester","The Daily Dot","United States Of America","Top","English","A woman was shocked when she stumbled upon a Halloween decoration that shows a squid monster reminiscent of the kraken crushing the infamous OceanGate Titan submersible. “At first I was like COOL and then I was like oh no,” Alyssa Lenore (@alyssa.lenore) captioned her viral video, which had more than 937,100 views by Monday afternoon. @alyssa.lenore At first I was like COOL and then I was like, oh no. ♬ Oh my god what is that - Funny memes Back in June, the Titan submersible was on route to visit the historic Titanic shipwreck site when it suffered a “catastrophic implosion.” All five passengers—including British businessman Hamish Harding and OceanGate CEO Stockton Rush—were killed. The US. Coast Guard has since recovered remaining debris of the Titan as well as presumed human remains. The remains will be analyzed by U.S. medical professionals. In the comments, many agreed with Lenore that it’s too soon to be poking fun at the tragedy.  “I assumed people would use the oceangate sub this Halloween but still feels a bit too soon,"" one user wrote. But many found the decoration funny, and cracked jokes at the submarine expense. “Lol crushed it,” one wrote, joking about the submersible imploding. “Wasn’t the sub made from the same materials?” added another.  “Just missing the same controller,” a third wrote, in reference to the Logitech gaming controller that Rush used to operate the Titan.  CBS reporter David Pogue raised safety concerns about the controller when he took a tour of the Titan. In a video, he said he “couldn’t help noticing how many pieces of this sub seemed improvised, with off-the-shelf components.” This isn’t the first time people have made jokes about the Titan’s fate. When the submersible went missing, social media was flooded with tweets, TikToks, and memes poking fun at the absurdity of the expedition. Many justified these jokes at the passengers' expense by saying that being reckless with their extravagant wealth got them into the situation. However, many others fired back against these “eat the rich” sentiments. “The entire online discussion surrounding the OceanGate submarine is an indictment on the vile nature of social media,” wrote Twitter user @chrisLXXXVI. “Five people are either dead or starving of oxygen (imagine the terror) and Twitter is awash with jokes/hot takes about them. Gross.” The Daily Dot reached out to Lenore via TikTok comment. Sign up to receive the Daily Dot’s Internet Insider newsletter for urgent news from the frontline of online. The post ‘Just missing the gaming controller’: Halloween decoration shows ocean monster crushing OceanGate submersible appeared first on The Daily Dot.","",""
"""Everything coming to Max (formerly HBO Max) in November 2023""","https://www.digitaltrends.com/movies/everything-coming-to-max-in-november-2023/","2023-10-23 21:59:42","Jason Struss","Digitaltrends","United States Of America","Technology","English","From the second seasons of Julia and Rap Sh!t to the premiere of the new Chuck Lorre show Bookie, find out what's new on Max in November 2023.","https://www.digitaltrends.com/wp-content/uploads/2023/10/julia-season-1.jpg?resize=440%2C292&p=1",""
"""Faze Sensei Net Worth 2023: What Is The Influencer Boxing Star Worth?""","https://www.hotnewhiphop.com/713081-faze-sensei-net-worth","2023-10-23 21:58:14","Jake Skudder","Hot New Hip Hop","United States Of America","Top","English","Explore FaZe Sensei's journey from martial artist to influencer boxing star and discover his impressive net worth in 2023. The post Faze Sensei Net Worth 2023: What Is The Influencer Boxing Star Worth? appeared first on HotNewHipHop.","",""
